"docid"	"earliestdate"	"actualdate"	"tags"	"author"	"title"	"gender"	"nationality"	"authsvols"	"lastname"
"uiuo.ark+=13960=t4zg74x38"	1887	1887	"vulgar"	"Linskill, Mary"	"In exchange for a soul;"	"f"	"uk"	5	"Linskill"
"uiuo.ark+=13960=t49p3nb8x"	1887	1887	"vulgar"	"Philips, F. C"	"The dean and his daughter"			23	"Philips"
"uiuo.ark+=13960=t3nv9qx3s"	1887	1887	"elite"	"Barry, William Francis"	"The new Antigone"	"m"	"uk"	14	"Barry"
"uc2.ark+=13960=t7sn01q3p"	1887	1887	"vulgar"	"Barr, Amelia Edith Huddleston"	"The squire of Sandal-Side;"	"f"	"uk"	144	"Barr"
"mdp.39015061863992"	1887	1887	"vulgar"	"Holley, Marietta"	"Samantha at Saratoga"	"f"	"us"	56	"Holley"
"uiuo.ark+=13960=t9v12mm90"	1887	1887	"vulgar"	"Alexander, Mrs"	"Mona's choice"	"f"	"us"	54	"Alexander"
"uiuo.ark+=13960=t1pg1z41b"	1887	1887	"elite"	"Barry, William Francis"	"The new Antigone"	"m"	"uk"	14	"Barry"
"uiuo.ark+=13960=t2988h62s"	1887	1887	"elite"	"Barry, William Francis"	"The new Antigone"	"m"	"uk"	14	"Barry"
"nc01.ark+=13960=t5r78z14d"	1887	1887	"elite"	"Baylor, Frances Courtenay"	"Behind the Blue Ridge"	"f"	"us"	19	"Baylor"
"pst.000008804044"	1887	1908	"elite"	"Stevenson, Robert Louis"	"The merry men"	"m"	"uk"	624	"Stevenson"
"uiuo.ark+=13960=t9378171p"	1887	1887	"vulgar"	"Veley, Margaret"	"A garden of memories. Mrs. Austin. Lizzie's bargain"	"f"	"uk"	5	"Veley"
"uc2.ark+=13960=t1td9qq24"	1888	1888	"vulgar"	"Châteauclair, Wilfrid"	"The young seigneur;"	"m"	"ca"	3	"Châteauclair"
"loc.ark+=13960=t0zp4n54x"	1888	1888	"vulgar"	"Andrews, Anabel (Follanbee)"	"Flower fancies"	"f"	"us"	1	"Andrews"
"uc2.ark+=13960=t2h70dt42"	1888	1888	"vulgar"	"Gibbon, Charles"	"Beyond compare"	"m"	"uk"	37	"Gibbon"
"nyp.33433076066806"	1888	1888	"elite"	"Kirk, Ellen Olney"	"Queen Money"	"f"	"us"	22	"Kirk"
"uc2.ark+=13960=t5x63ds6x"	1888	1888	"elite"	"Ward, Mary Augusta"	"Robert Elsmere"	"f"	"uk"	0	"Ward"
"mdp.39015028625682"	1888	1888	"vulgar"	"Perelaer, Michael Theophile Hubert"	"Baboe Dalima;"	"m"	"dutch"	1	"Perelaer"
"nyp.33433076053705"	1889	1889	"vulgar"	"Saltus, Edgar"	"The truth about Tristrem Varick;"	"m"	"us"	47	"Saltus"
"wu.89098003668"	1889	1889	"vulgar"	"Powell, Ella M"	"Clio"	"f"	"us"	1	"Powell"
"uc2.ark+=13960=t25b02j1t"	1889	1889	"presentaselite"	"Cooke, John Esten"	"Surry of Eagle's-nest"	"m"	"us"	54	"Cooke"
"njp.32101065848226"	1889	1889	"vulgar"	"Murray, David Christie"	"Schwartz"	"m"	"uk"	36	"Murray"
"pst.000006723453"	1889	1889	"vulgar"	"Yonge, Charlotte M"	"Beechcroft at Rockstone"	"f"	"uk"	218	"Yonge"
"nyp.33433082288428"	1889	1889	"vulgar"	"Wiggin, Kate Douglas Smith"	"The story of Patsy"	"f"	"us"	119	"Wiggin"
"njp.32101066919174"	1889	1889	"vulgar"	"Schubin, Ossip"	"Erlach court"	"f"	"austrian"	8	"Schubin"
"nyp.33433075738033"	1889	1889	"vulgar"	"Ebers, Georg"	"Serapis;"	"m"	"german"	103	"Ebers"
"uc1.b249261"	1889	1889	"elite"	"Hardy, Arthur Sherburne"	"Passe Rose"	"m"	"us"	18	"Hardy"
"uc2.ark+=13960=t0dv1ds4q"	1889	1890	"elite"	"Grand, Sarah"	"Ideala"	"f"	"ir"	19	"Grand"
"uiuo.ark+=13960=t47p9mm6s"	1889	1889	"elite"	"Russell, William Clark"	"Marooned"	"m"	"uk"	117	"Russell"
"uiuo.ark+=13960=t5h99rx11"	1889	1889	"vulgar"	"Smith, Constance"	"The repentance of Paul Wentworth"	"f"	"uk"	3	"Smith"
"uiuo.ark+=13960=t0jt09500"	1889	1889	"elite"	"Russell, William Clark"	"Marooned"	"m"	"uk"	117	"Russell"
"pst.000002132532"	1889	1889	"elite"	"Somerville, E. Œ"	"An Irish cousin"	"f"	"ir"	41	"Somerville"
"uiuo.ark+=13960=t51g1046c"	1889	1889	"elite"	"Carr, Alice Vansittart (Strettell)"	"Margaret Maliphant"	"f"	"uk"	3	"Carr"
"uiuo.ark+=13960=t7kp8942d"	1889	1889	"elite"	"Carr, Alice Vansittart (Strettell)"	"Margaret Maliphant"	"f"	"uk"	3	"Carr"
"uiuo.ark+=13960=t9g45077d"	1889	1889	"elite"	"Carr, Alice Vansittart (Strettell)"	"Margaret Maliphant"	"f"	"uk"	3	"Carr"
"uiuo.ark+=13960=t0vq38v4c"	1889	1889	"vulgar"	"Fane, Violet"	"The story of Helen Davenant"	"f"	"uk"	16	"Fane"
"uiuo.ark+=13960=t1qf9bh67"	1889	1889	"elite"	"Russell, William Clark"	"Marooned"	"m"	"uk"	117	"Russell"
"nyp.33433076051998"	1889	1889	"vulgar"	"Mason, Eveleen Laura"	"Hiero-salem"	"f"	"us"	2	"Mason"
"mdp.39015073479282"	1890	1890	"vulgar"	"Henty, G. A"	"St. George for England"	"m"	"uk"	600	"Henty"
"uc2.ark+=13960=t2p55gp79"	1890	1890	"vulgar"	"Bain, F. W"	"Dmitri"	"m"	"uk"	83	"Bain"
"uc2.ark+=13960=t9m32tr6b"	1890	1907	"vulgar"	"Sudermann, Hermann"	"Regina;"	"m"	"german"	47	"Sudermann"
"uc2.ark+=13960=t1gh9cs39"	1890	1890	"vulgar"	"Holmes, Mary Jane"	"Dora Deane"	"f"	"us"	85	"Holmes"
"uiuo.ark+=13960=t0zp49h3s"	1890	1890	"vulgar"	"Carey, Rosa Nouchette"	"Lover or friend?"	"f"	"uk"	113	"Carey"
"mdp.39015063747904"	1890	1890	"vulgar"	"Wood, H. F"	"The night of the 3d ult"			2	"Wood"
"uiuo.ark+=13960=t5t733b8r"	1891	1891	"elite"	"Barrie, J. M"	"The little minister"	"m"	"uk"	178	"Barrie"
"uc2.ark+=13960=t3513x89r"	1891	1891	"vulgar"	"Ward, E"	"A pair of originals"			2	"Ward"
"uiuo.ark+=13960=t6m04st95"	1891	1891	"elite"	"Barrie, J. M"	"The little minister"	"m"	"uk"	178	"Barrie"
"uiuo.ark+=13960=t4vh67901"	1891	1891	"elite"	"Barrie, J. M"	"The little minister"	"m"	"uk"	178	"Barrie"
"uc2.ark+=13960=t4vh5cx68"	1891	1891	"presentaselite"	"Harland, Henry"	"Mea culpa"	"m"	"us"	39	"Harland"
"mdp.39015005942605"	1891	1958	"elite"	"Gissing, George"	"New Grub Street"	"m"	"uk"	127	"Gissing"
"uc2.ark+=13960=t07w6779k"	1891	1891	"vulgar"	"Daniels, Cora Linn"	"Sardia, a story of love"	"f"	"us"	1	"Daniels"
"nyp.33433082530647"	1892	1892	"vulgar"	"Finley, Martha"	"Elsie at Viamede"	"f"	"us"	71	"Finley"
"uc2.ark+=13960=fk52f7k42g"	1892	1892	"vulgar"	"Watson, William"	"The adventures of a blockade runner;"	"m"	"us"	2	"Watson"
"wu.89098856453"	1892	1892	"elite"	"Dowie, Ménie Muriel"	"A girl in the Karpathians"	"f"	"uk"	4	"Dowie"
"uc2.ark+=13960=t8w951q8r"	1892	1892	"vulgar"	"Birkmaier, Elizabeth G"	"Poseidon's paradise"	"f"	"us"	2	"Birkmaier"
"uc1.b3578724"	1892	1892	"elite"	"Hardy, Thomas"	"Tess of the D'Urbervilles"	"m"	"uk"	282	"Hardy"
"njp.32101074871284"	1892	1892	"vulgar"	"Linthicum, Richard"	"A book of Rocky Mountain tales"	"m"	"us"	1	"Linthicum"
"uc1.b3578726"	1892	1892	"elite"	"Hardy, Thomas"	"Tess of the D'Urbervilles"	"m"	"uk"	282	"Hardy"
"uc1.b3578725"	1892	1892	"elite"	"Hardy, Thomas"	"Tess of the D'Urbervilles"	"m"	"uk"	282	"Hardy"
"uc1.b3326437"	1893	1900	"vulgar"	"Steel, Flora Annie Webster"	"Miss Stuart's legacy"	"f"	"uk"	50	"Steel"
"uc1.b4101375"	1893	1893	"vulgar"	"Burnand, F. C"	"The real adventures of Robinson Crusoe"	"m"	"uk"	24	"Burnand"
"uc2.ark+=13960=t41r6ns5n"	1893	1893	"vulgar"	"Brown, William Horace"	"A southern heritage"			2	"Brown"
"uc1.b248450"	1893	1900	"elite"	"Catherwood, Mary Hartwell"	"The white islander"	"f"	"us"	35	"Catherwood"
"uiuo.ark+=13960=t3xs60k95"	1893	1893	"elite"	"Allen, Grant"	"The scallywag"	"m"	"ca"	60	"Allen"
"uiuo.ark+=13960=t3rv0v43n"	1893	1893	"elite"	"Allen, Grant"	"The scallywag"	"m"	"ca"	60	"Allen"
"uiuo.ark+=13960=t3jw8nr85"	1893	1893	"elite"	"Allen, Grant"	"The scallywag"	"m"	"ca"	60	"Allen"
"mdp.39015063602521"	1893	1893	"vulgar"	"Wallace, Lew"	"The prince of India, or, Why Constantinople fell"	"m"	"us"	21	"Wallace"
"uc2.ark+=13960=t7mp4xh9z"	1893	1893	"vulgar"	"Ingram, J. Forsyth"	"The story of a gold concession"	"m"	"uk"	1	"Ingram"
"loc.ark+=13960=t16m3cg8z"	1893	1893	"vulgar"	"Chittenden, L. E"	"An unknown heroine;"	"m"	"us"	2	"Chittenden"
"nyp.33433076067085"	1893	1893	"elite"	"King, Grace Elizabeth"	"Balcony stories"	"f"	"us"	11	"King"
"uc1.b4102757"	1893	1893	"elite"	"Fuller, Henry Blake"	"The cliff-dwellers"	"m"	"us"	22	"Fuller"
"uc2.ark+=13960=t02z14r3d"	1894	1894	"vulgar"	"Schindler, Solomon"	"Young West;"	"m"	"us"	3	"Schindler"
"uc2.ark+=13960=t2m61hb1j"	1894	1894	"elite"	"Caine, Hall"	"The manxman"	"m"	"uk"	101	"Caine"
"dul1.ark+=13960=t03x8jh3v"	1894	1894	"vulgar"	"Adderley, James Granville"	"Stephen Remarx;"	"m"	"uk"	3	"Adderley"
"mdp.39015006977899"	1894	1894	"elite"	"Du Maurier, George"	"Trilby"	"m"	"uk"	19	"Du"
"uiuo.ark+=13960=t4th9616r"	1894	1894	"vulgar"	"Carey, Rosa Nouchette"	"The old, old story"	"f"	"uk"	113	"Carey"
"mdp.39015016768288"	1894	1894	"elite"	"Chopin, Kate"	"Bayou folk"	"f"	"us"	3	"Chopin"
"mdp.39015063753530"	1894	1894	"vulgar"	"Atherton, Gertrude Franklin Horn"	"Before the Gringo came"	"f"	"us"	161	"Atherton"
"uva.x030826018"	1894	1894	"vulgar"	"Townsend, Virginia F"	"""Sirs, only seventeen!"""	"f"	"us"	10	"Townsend"
"uc1.b308297"	1895	1895	"vulgar"	"Freeman, Mary Eleanor Wilkins"	"Comfort Pease and her gold ring"	"f"	"us"	83	"Freeman"
"uc2.ark+=13960=t6xw4n10m"	1895	1895	"vulgar"	"Stables, Gordon"	"Shireen and her friends"	"m"	"uk"	21	"Stables"
"mdp.39015001797946"	1895	1895	"elite"	"Grahame, Kenneth"	"The golden age"	"m"	"uk"	36	"Grahame"
"uc1.b3325539"	1895	1895	"elite"	"Mallock, W. H"	"The heart of life"	"m"	"uk"	43	"Mallock"
"uc2.ark+=13960=t85h7cw8f"	1895	1895	"elite"	"Wells, H. G"	"The wonderful visit"	"m"	"uk"	154	"Wells"
"mdp.39015031311684"	1895	1895	"elite"	"Macleod, Fiona"	"The mountain lovers"	"m"	"uk"	13	"Macleod"
"nyp.33433075752133"	1895	1895	"vulgar"	"Winter, John Strange"	"Private Tinker"	"f "	"uk"	62	"Winter"
"mdp.39015059502669"	1895	1895	"vulgar"	"Read, Opie Percival"	"My young master;"	"m"	"us"	61	"Read"
"uc2.ark+=13960=t9n29z109"	1895	1895	"vulgar"	"Roberts, Morley"	"The degradation of Geoffrey Alwith"	"m"	"uk"	41	"Roberts"
"uc1.b3325538"	1895	1895	"elite"	"Mallock, W. H"	"The heart of life"	"m"	"uk"	43	"Mallock"
"mdp.39015063547809"	1895	1895	"elite"	"Hobbes, John Oliver"	"The gods, some mortals and Lord Wickenham"	"f"	"us"	41	"Hobbes"
"mdp.39015023133641"	1895	1895	"elite"	"D'Arcy, Ella"	"Monochromes"	"f"	"uk"	3	"D'Arcy"
"uc2.ark+=13960=t0vq30t72"	1895	1895	"elite"	"Crackanthorpe, Hubert"	"Sentimental studies, and A set of village tales"	"m"	"uk"	9	"Crackanthorpe"
"njp.32101063606774"	1895	1895	"presentaselite"	"Crockett, S. R"	"Sweetheart travellers"	"m"	"uk"	146	"Crockett"
"mdp.39015063541273"	1895	1895	"vulgar"	"Burnham, Clara Louise"	"The wise woman"	"f"	"us"	50	"Burnham"
"uiuo.ark+=13960=t4kk9x89j"	1895	1895	"vulgar"	"Robinson, F. W"	"The woman in the dark"	"m"	"uk"	55	"Robinson"
"uc1.$b684700"	1896	1896	"elite"	"O'Grady, Standish"	"Ulrick the Ready"	"m"	"ir"	12	"O'Grady"
"mdp.39015055066743"	1896	1896	"elite"	"Morrison, Arthur"	"A child of the Jago"	"m"	"uk"	39	"Morrison"
"njp.32101065701169"	1896	1896	"vulgar"	"Poole, Mary Belle"	"Down fate's walk;"			1	"Poole"
"nyp.33433075767198"	1896	1896	"vulgar"	"Whishaw, Frederick"	"A boyar of the Terrible;"	"m"	"uk"	8	"Whishaw"
"wu.89098022577"	1896	1896	"vulgar"	"Dumond, Annie Nelles,"	"Christlike"	"f"	"us"	5	"Dumond"
"uc2.ark+=13960=t8pc2vb7z"	1896	1896	"elite"	"Crane, Stephen"	"George's mother"	"m"	"us"	41	"Crane"
"njp.32101065845917"	1896	1896	"elite"	"Munro, Neil"	"The lost Pibroch"	"m"	"uk"	21	"Munro"
"nyp.33433076073125"	1896	1896	"vulgar"	"Train, Elizabeth Phipps"	"A social highwayman"	"f"	"us"	8	"Train"
"mdp.39015030995818"	1897	1897	"vulgar"	"Porter, Charlotte Endymion"	"Clever tales"	"f"	"us"	1	"Porter"
"nyp.33433076021751"	1897	1897	"vulgar"	"Stephens, Robert Neilson"	"An enemy to the king;"	"m"	"us"	28	"Stephens"
"uc1.b4104262"	1897	1897	"vulgar"	"Freeman, Mary Eleanor Wilkins"	"Jerome, a poor man;"	"f"	"us"	83	"Freeman"
"uc1.b3325372"	1897	1897	"elite"	"Davis, Richard Harding"	"Soldiers of fortune"	"m"	"us"	213	"Davis"
"mdp.39015078546390"	1898	1898	"vulgar"	"anonymous5"	"Grien on Rougemont;"			0	"anonymous5"
"uc1.$b471567"	1898	1898	"vulgar"	"Post, Helen (Wilmans)"	"A search for freedom"	"f"	"us"	2	"Post"
"nyp.33433076050818"	1898	1904	"elite"	"Peattie, Elia Wilkinson"	"The shape of fear, and other ghostly tales"	"f"	"us"	17	"Peattie"
"uc1.b243629"	1898	1899	"elite"	"Ollivant, Alfred"	"Bob, son of Battle"	"m"	"uk"	21	"Ollivant"
"nyp.33433076043433"	1898	1898	"vulgar"	"Ross, Clinton"	"A trooper of the empress"	"m"	"us"	10	"Ross"
"uc1.b249543"	1898	1898	"vulgar"	"Barr, Amelia Edith Huddleston"	"The lost silver of Briffault"	"f"	"uk"	144	"Barr"
"nyp.33433076051303"	1898	1900	"vulgar"	"Major, Charles"	"When knighthood was in flower"	"m"	"us"	21	"Major"
"uc2.ark+=13960=t3tt4h41b"	1898	1898	"vulgar"	"Noble, Annette Lucile"	"The silent man's legacy"	"f"	"us"	11	"Noble"
"mdp.39015039396083"	1898	1899	"elite"	"Von Arnim, Elizabeth"	"Elizabeth and her German garden"	"f"	"uk"	63	"Von"
"nyp.33433074870829"	1898	1898	"vulgar"	"Hocking, Joseph"	"Mistress Nancy Molesworth;"	"m"	"uk"	15	"Hocking"
"uc1.b3326036"	1898	1898	"elite"	"Slosson, Annie Trumbull"	"Dumb foxglove"	"f"	"us"	17	"Slosson"
"mdp.39015063551504"	1898	1898	"elite"	"Crockett, S. R"	"The red axe"	"m"	"uk"	146	"Crockett"
"uc2.ark+=13960=t9w08x645"	1898	1898	"elite"	"Altsheler, Joseph A"	"A herald of the West;"	"m"	"us"	35	"Altsheler"
"nyp.33433076059462"	1898	1898	"elite"	"Pool, Maria Louise"	"A golden sorrow"	"f"	"us"	28	"Pool"
"uc1.b242928"	1898	1898	"elite"	"Glasgow, Ellen Anderson Gholson"	"Phases of an inferior planet"	"f"	"us"	102	"Glasgow"
"njp.32101066458629"	1898	1898	"vulgar"	"Ellis, Edward Sylvester"	"Cowmen and rustlers"	"m"	"us"	103	"Ellis"
"nyp.33433076050768"	1898	1898	"elite"	"Payne, Will"	"The money captain"			10	"Payne"
"nyp.33433076065980"	1899	1899	"elite"	"Ford, Paul Leicester"	"Janice Meredith"	"m"	"us"	47	"Ford"
"uc2.ark+=13960=t2m61fk5s"	1899	1900	"vulgar"	"Palacio Valdés, Armando"	"The joy of Captain Ribot;"	"m"	"spanish"	14	"Palacio"
"uc1.b301202"	1899	1899	"vulgar"	"Lust, Adelina Cohnfeldt"	"A tent of grace"	"f"		2	"Lust"
"wu.89099220006"	1899	1899	"vulgar"	"Taylor, Bayard"	"John Godfrey's fortunes"	"m"	"us"	27	"Taylor"
"uc1.b3327365"	1899	1899	"elite"	"Merriman, Henry Seton"	"The isle of unrest"	"m"	"uk"	54	"Merriman"
"uc2.ark+=13960=t2h70896n"	1899	1899	"vulgar"	"Weyman, Stanley John"	"When love calls"	"m"	"uk"	116	"Weyman"
"uc2.ark+=13960=t6639nr4d"	1899	1899	"elite"	"Dowson, Ernest Christopher"	"Adrian Rome"	"m"	"uk"	10	"Dowson"
"uc1.b248533"	1899	1899	"presentaselite"	"Besant, Walter"	"The orange girl;"	"m"	"uk"	203	"Besant"
"nc01.ark+=13960=t6m04wk2w"	1899	1899	"vulgar"	"Banks, Charles Eugene"	"In Hampton Roads;"	"m"	"us"	4	"Banks"
"yale.39002030972336"	1899	1900	"vulgar"	"Kennedy, Bart"	"A man adrift"	"m"	"uk"	5	"Kennedy"
"mdp.39015004288042"	1899	1901	"presentaselite"	"Johnston, Mary"	"To have and to hold"	"f"	"us"	56	"Johnston"
"uc2.ark+=13960=t3pv6nz42"	1900	1900	"elite"	"Ward, Mary Augusta"	"Eleanor;"	"f"	"uk"	0	"Ward"
"uc1.b3327221"	1900	1900	"elite"	"Zangwill, Israel"	"The mantle of Elijah"	"m"	"uk"	71	"Zangwill"
"njp.32101038161400"	1900	1900	"elite"	"Morrison, Arthur"	"Cunning Murrell"	"m"	"uk"	39	"Morrison"
"nyp.33433076090970"	1900	1900	"vulgar"	"Freeman, Mary Eleanor Wilkins"	"The heart's highway"	"f"	"us"	83	"Freeman"
"mdp.39015005148344"	1900	1900	"elite"	"Grant, Robert"	"Unleavened bread"	"m"	"us"	47	"Grant"
"uc2.ark+=13960=t5x63jg14"	1900	1900	"elite"	"Hewlett, Maurice"	"The life and death of Richard Yea-and-Nay"	"m"	"uk"	142	"Hewlett"
"uc2.ark+=13960=t6h12wz10"	1900	1900	"vulgar"	"Chipman, William P"	"A yankee lad's pluck"	"m"	"us"	2	"Chipman"
"inu.32000000320673"	1900	1900	"elite"	"Barrie, J. M"	"Tommy and Grizel"	"m"	"uk"	178	"Barrie"
"uc2.ark+=13960=t4fn12c70"	1900	1901	"vulgar"	"Von Hutten, Bettina Riddle"	"Marr'd in making"	"f"	"us"	13	"Von"
"uc2.ark+=13960=t5z60cq78"	1900	1900	"elite"	"Malet, Lucas"	"The gateless barrier"	"f"	"uk"	46	"Malet"
"uc2.ark+=13960=t86h4dn5f"	1900	1900	"elite"	"Glasgow, Ellen Anderson Gholson"	"The voice of the people"	"f"	"us"	102	"Glasgow"
"uc1.b3329009"	1900	1901	"vulgar"	"Thompson, Maurice"	"Alice of Old Vincennes"	"m"	"us"	28	"Thompson"
"nyp.33433076049232"	1900	1900	"vulgar"	"Pidgin, Charles Felton"	"Quincy Adams Sawyer and Mason's corner folks;"	"m"	"us"	27	"Pidgin"
"uc2.ark+=13960=t5gb2142w"	1900	1900	"elite"	"Lawson, Henry"	"On the track"	"m"	"au"	18	"Lawson"
"uc1.b102395"	1900	1900	"elite"	"Johnston, Mary"	"To have and to hold"	"f"	"us"	56	"Johnston"
"uc2.ark+=13960=t8bg2qv8f"	1900	1900	"elite"	"Hope, Anthony"	"QuisantÃ©"	"m"	"uk"	147	"Hope"
"nyp.33433074857016"	1900	1900	"vulgar"	"Garnett, Olive"	"Petersburg tales"	"f"	"uk"	1	"Garnett"
"mdp.39015063938164"	1900	1900	"vulgar"	"Matthews, Brander"	"The action and the word;"	"m"	"us"	44	"Matthews"
"nyp.33433076074297"	1900	1900	"vulgar"	"Flynt, Josiah"	"The powers that prey"	"m"	"us"	8	"Flynt"
"uc2.ark+=13960=t1sf2nz58"	1901	1901	"elite"	"Marriott, Charles"	"The column"	"m"	"uk"	17	"Marriott"
"nyp.33433074893409"	1901	1901	"vulgar"	"Mason, A. E. W"	"Ensign Knightley"	"m "	"uk"	48	"Mason"
"uc2.ark+=13960=t0bv7gg7m"	1901	1901	"elite"	"Parker, Gilbert"	"The right of way"	"m"	"ca"	156	"Parker"
"nyp.33433074866710"	1901	1901	"elite"	"Kipling, Rudyard"	"Kim"	"m"	"uk"	540	"Kipling"
"inu.32000007094677"	1901	1901	"elite"	"Brown, George Douglas"	"The house with the green shutters"	"m"	"uk"	9	"Brown"
"nyp.33433075746648"	1901	1901	"vulgar"	"Sergeant, Adeline"	"My lady's diamonds"	"f"	"uk"	20	"Sergeant"
"uc2.ark+=13960=t5m904803"	1901	1901	"elite"	"Churchill, Winston"	"The crisis"	"m"	"us"	67	"Churchill"
"uc2.ark+=13960=t27943w01"	1901	1901	"vulgar"	"Colton, Arthur Willis"	"The delectable mountains"	"m"	"us"	12	"Colton"
"nyp.33433074852884"	1901	1901	"vulgar"	"Harband, Beatrice M"	"Under the shadow of Durgamma;"	"f"		6	"Harband"
"uc2.ark+=13960=t0tq5rf85"	1901	1901	"elite"	"Cable, George Washington"	"The cavalier"	"m"	"us"	63	"Cable"
"uc1.b3387887"	1901	1907	"vulgar"	"Flandrau, Charles Macomb"	"The diary of a freshman"	"m"	"us"	9	"Flandrau"
"uc2.ark+=13960=t4qj7cg1w"	1901	1901	"vulgar"	"Irvine, Leigh Hadley"	"An affair in the South seas; a story of romantic adventure"	"m"	"us"	2	"Irvine"
"uc2.ark+=13960=t8jd4rr6g"	1901	1901	"vulgar"	"French, Allen"	"The colonials;"	"m"	"us"	11	"French"
"mdp.39015063963139"	1901	1901	"elite"	"Voynich, E. L"	"Jack Raymond"	"f"	"ir"	8	"Voynich"
"uc2.ark+=13960=t8hd7rc3x"	1901	1901	"elite"	"Tolstoy, Leo"	"Popular stories and legends"	"m"	"russian"	297	"Tolstoy"
"uc2.ark+=13960=t0ms3kw42"	1901	1901	"vulgar"	"Thruston, Lucy Meacham (Kidd)"	"Mistress Brent;"	"f"	"us"	4	"Thruston"
"uc1.b3581594"	1901	1901	"elite"	"Munro, Neil"	"Doom Castle;"	"m"	"uk"	21	"Munro"
"uc2.ark+=13960=t01z4424r"	1901	1901	"elite"	"Zack"	"The white cottage"	"f"	"uk"	2	"Zack"
"mdp.39015005096006"	1901	1901	"elite"	"Jewett, Sarah Orne"	"The Tory lover"	"f"	"us"	73	"Jewett"
"nyp.33433082520788"	1901	1901	"vulgar"	"May, Sophie"	"Little grandfather"	"f"	"us"	17	"May"
"uc2.ark+=13960=t45q4v85j"	1901	1901	"vulgar"	"Onions, Oliver"	"The compleat bachelor"	"m"	"uk"	26	"Onions"
"uc1.32106002078084"	1901	1901	"elite"	"Norris, Frank"	"The octopus"	"m"	"us"	81	"Norris"
"uc2.ark+=13960=t5gb1xz8x"	1902	1902	"elite"	"Crawford, F. Marion"	"Cecilia;"	"m"	"us"	306	"Crawford"
"mdp.39015031228029"	1902	1902	"presentaselite"	"Davis, Richard Harding"	"Ranson's folly"	"m"	"us"	213	"Davis"
"uc1.b3579188"	1902	1902	"elite"	"Barlow, Jane"	"The founding of fortunes"	"f"	"ir"	25	"Barlow"
"njp.32101064786591"	1902	1902	"remove"	"Atwater, Emily Paret"	"How Sammy went to Coral-Land"	"f"	"us"	2	"Atwater"
"mdp.39015022391133"	1902	1902	"elite"	"Somerville, E. Œ"	"Some experiences of an Irish R. M"	"f"	"ir"	41	"Somerville"
"uc1.32106006691585"	1902	1902	"elite"	"anonymous6"	"Cuchulain of Muirthemne"	"f"	"ir"	0	"anonymous6"
"uc2.ark+=13960=t3610z94c"	1902	1908	"elite"	"Connolly, James B"	"Out of Gloucester"	"m"	"us"	24	"Connolly"
"uc2.ark+=13960=t1pg1vn1t"	1902	1902	"vulgar"	"Lorimer, George Horace"	"Letters from a self-made merchant to his son"	"m"	"us"	8	"Lorimer"
"nyp.33433074949177"	1902	1902	"presentaselite"	"Hobbes, John Oliver"	"Love and the soul hunters"	"f"	"us"	41	"Hobbes"
"mdp.39015016441308"	1902	1902	"elite"	"Harris, Joel Chandler"	"Gabriel Tolliver"	"m"	"us"	109	"Harris"
"uc2.ark+=13960=t3707z95g"	1902	1902	"elite"	"Sedgwick, Anne Douglas"	"The rescue"	"f"	"uk"	50	"Sedgwick"
"uc1.b3569303"	1902	1902	"elite"	"Tarkington, Booth"	"The two Vanrevels"	"m"	"us"	207	"Tarkington"
"nyp.33433074795125"	1902	1904	"elite"	"Wister, Owen"	"The Virginian"	"m"	"us"	72	"Wister"
"nyp.33433075768618"	1902	1903	"elite"	"Williamson, C. N"	"The lightning conductor"	"m"	"uk"	69	"Williamson"
"uc2.ark+=13960=t2794116w"	1902	1902	"elite"	"Foote, Mary Hallock"	"The desert and the sown"	"f"	"us"	24	"Foote"
"mdp.39015063919248"	1902	1902	"elite"	"Harland, Henry"	"The lady paramount"	"m"	"us"	39	"Harland"
"nyp.33433074859699"	1902	1902	"vulgar"	"Grier, Sydney C"	"The prince of the captivity"	"f"	"uk"	11	"Grier"
"uc2.ark+=13960=t03x84h2d"	1902	1902	"elite"	"Harte, Bret"	"Openings in the old trail"	"m"	"us"	474	"Harte"
"uc2.ark+=13960=t07w6824b"	1902	1902	"vulgar"	"Young, Martha"	"Plantation bird legends;"	"f"	"us"	10	"Young"
"nyp.33433075749295"	1902	1902	"vulgar"	"Overstolz, Marie Emelie von"	"Tante Phil's fairy stories"			1	"Overstolz"
"wu.89006934889"	1902	1902	"vulgar"	"Roe, Edward Payson"	"Without a home"	"m"	"us"	91	"Roe"
"nyp.33433076051063"	1902	1902	"elite"	"Payne, Will"	"On fortune's road"			10	"Payne"
"nyp.33433074915962"	1902	1902	"vulgar"	"Morehead, George"	"The story of Francois Villon"			1	"Morehead"
"nyp.33433067368039"	1902	1902	"remove"	"Kock, Paul de"	"The Barber of Paris"		"french"	142	"Kock"
"nyp.33433076024532"	1902	1902	"vulgar"	"Luther, Mark Lee"	"The henchman"	"m"	"us"	13	"Luther"
"uc1.31158005332662"	1902	1902	"elite"	"London, Jack"	"Children of the frost"	"m"	"us"	171	"London"
"uc2.ark+=13960=t7dr2qb7b"	1902	1902	"elite"	"Wiggin, Kate Douglas Smith"	"The diary of a goose girl"	"f"	"us"	119	"Wiggin"
"mdp.39015027996860"	1902	1902	"vulgar"	"Thurston, Katherine"	"The masquerade"	"f"	"ir"	0	"Thurston"
"mdp.39015073390521"	1902	1902	"elite"	"Linn, James Weber"	"The second generation"	"m"	"us"	5	"Linn"
