docid	author	title	inferreddate	latestcomp	firstpub	allcopiesofwork	copiesin25yrs	gender	nationality	earlyedition	lastname	imprint	norton	heath	nortonshort	mostdiscussed	preregistered	reviewed	contrast4reviewed	bestseller
mdp.39015004956234	Stowe, Harriet Beecher,	Uncle Tom's cabin, or, Life among the lowly	1852	1852.0	1852.0	10.0	2.0	f	us	True	Stowe	Boston;John P. Jewett & Co.;Cleveland, Ohio;Jewett, Proctor & Worthington;1852, c1851.;(Boston;Geo. C. Rand & Co.).	False	False	False	True	False	False	False	True
mdp.39015016441308	Harris, Joel Chandler	Gabriel Tolliver	1902	1902.0	1902.0			m	us		Harris	New York;McClure, Phillips & Co.;c1902.	False	False	False	False	False	True	False	False
nnc1.cu58476121	Byron, George Gordon Byron,	Lara	1814	1814.0	1814.0						Byron		False	False	False	False	False	False	False	True
mdp.39015063973492	Ward, Humphry,	The marriage of William Ashe	1905	1905.0	1905.0						Ward	London;Smith, Elder & co.;1905.	False	False	False	False	False	False	False	True
uc2.ark:/13960/t3tt4h68m	Goldsmith, Oliver,	The vicar of Wakefield	1793	1766.0	1766.0						Goldsmith		False	False	False	False	False	False	False	True
nyp.33433074876248	MacGrath, Harold	The lure of the mask	1908	1908.0		2.0	2.0			True	MacGrath	New York;Grosset & Dunlap;c1908	False	False	False	False	False	False	False	True
nyp.33433076053416	Prime, William Cowper	The old house by the river	1853	1853.0	1853.0			m	us		Prime	New York;Harper & brothers;1853.	False	False	False	False	False	False	True	False
njp.32101067633253	Diehl, Alice M	The knave of hearts	1884	1884.0	1884.0	3.0	3.0	f	uk	True	Diehl	London;R. Bentley;1884.	False	False	False	False	False	False	True	False
nyp.33433074942859	Conybeare, William John	Perversion	1856	1856.0	1856.0	1.0	1.0	m	uk	True	Conybeare	New York;Wiley & Halsted;1856.	False	False	False	False	False	True	False	False
wu.89098011976	Berriedale	Unforgiven	1869	1869.0	1869.0						Berriedale	New York;T.W. Brown;1869.	False	False	False	False	False	True	False	False
uc1.a0001253111	O. Douglas	Penny Plain	1920	1920.0	1920.0			f	uk		anonymous_O		False	False	False	False	False	True	False	False
uc2.ark:/13960/t9q23sh58	Vance, Louis Joseph,	The brass bowl	1907	1907.0	1907.0						Vance		False	False	False	False	False	False	False	True
mdp.39015059386071	Ade, George	In Babel;	1903	1903.0	1903.0	4.0	4.0	m	us	True	Ade	New York;McClure, Phillips & Co.;1903.	False	False	False	False	False	False	True	False
uva.x000722401	Goodwin, H. B	Sherbrooke	1866	1866.0	1866.0	2.0	2.0	f	us	True	Goodwin	New York;D. Appleton;1866.	False	False	False	False	False	False	True	False
mdp.39015031602066	Steinbeck, John	The Moon is Down	1942	1942.0	1942.0			m	us		Steinbeck	New York|The Viking Press|1942.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t4hm5w02c	Noble, Frances	Violet Mortimer	1879	1879.0	1879.0	3.0	3.0	u		True	Noble	London;Samuel Tinsley;1879.	False	False	False	False	False	False	True	False
uc1.$b56382	Clements, E. H. (Eileen Helen)	Perhaps a little danger / | $c: by E. H. Clements.	1942	1942.0	1942.0	1.0	1.0	f	us	True	Clements	New York|Dutton|1942.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t7wm1z13v	Viles, Edward	Blueskin	1866	1866.0	1866.0	2.0	2.0	m	uk	True	Viles	London;Harrison;1866-67?	False	False	False	False	False	False	True	False
nyp.33433075742894	Scott, Walter,	The antiquary	1816	1816.0	1816.0	20.0	4.0	m	uk	True	Scott	New York;Van Winkle and Wiley;1816.	False	False	False	False	False	False	False	True
uc1.b3136560	Benson, E. F	Mezzanine / | $c: by E. F. Benson.	1926	1926.0	1926.0	1.0	1.0	m	uk	True	Benson	London|New York [etc.|Cassell and company, ltd.|1926].	False	False	False	False	False	False	True	False
uc1.b4104144	Putnam, Mary Lowell	Record of an obscure man	1861	1861.0	1861.0	1.0	1.0	f	us	True	Putnam	Boston;Ticknor and Fields;1861.	False	False	False	False	False	True	False	False
pst.000032467321	Schulberg, Budd	The disenchanted	1950	1950.0		4.0	3.0			True	Schulberg	New York|Donald I. Fine|1987], c1950.	False	False	False	False	False	False	False	True
mdp.39015019967010	Bergman, Hjalmar	God's orchid;	1924	1919.0	1919.0	1.0	1.0	m	sw	True	Bergman	New York|A. A. Knopf|1924.	False	False	False	False	False	False	True	False
mdp.39015049691218	Smith, Lillian Eugenia	Strange fruit, | $c: a novel by Lillian Smith.	1944	1944.0	1944.0	2.0	2.0	f	us	True	Smith	New York|Reynal & Hitchcock|1944	False	False	False	False	False	False	True	False
njp.32101068971017	Keable, Robert	Simon called Peter	1921	1921.0		4.0	4.0			True	Keable	New York;E. P. Dutton & Co.;c1921.	False	False	False	False	False	False	False	True
njp.32101058459064	Dickens, Charles,	David Copperfield	1855	1849.0	1849.0	31.0	6.0	m	uk	True	Dickens	Philadelphia;T.B. Peterson;between 1855 and 1857	False	False	False	False	False	False	False	True
uc1.b4113044	Brierley, Benjamin	Cast upon the world	1886	1886.0	1886.0	2.0	2.0	m	uk	True	Brierley	Manchester;Abel Heywood;1886.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t2t43k226	Tarkington, Booth	Penrod	1914	1914.0		7.0	7.0			True	Tarkington	New York;Grosset & Dunlap;c1914.	False	False	False	False	False	False	False	True
mdp.39015036845256	Train, Arthur Cheney	Mr. Tutt's case book	1936	1936.0	1936.0	1.0	1.0	m	us	True	Train	New York|C. Scribner's sons|1936.	False	False	False	False	False	False	True	False
pst.000065617298	Grey, Zane	To the last man	2005	1939.0		1.0	1.0			False	Grey	Norwalk, Conn.|Easton Press|c2005.	False	False	False	False	False	False	False	True
nyp.33433082288428	Wiggin, Kate Douglas Smith	The story of Patsy	1889	1889.0	1889.0			f	us		Wiggin	Boston;New York;Houghton, Mifflin Company;1889.	False	False	False	False	False	False	True	False
mdp.39015003681304	Galsworthy, John	Maid in waiting	1931	1931.0		3.0	3.0			True	Galsworthy	New York|Grosset & Dunlap|c1931	False	False	False	False	False	False	False	True
mdp.39015000636095	Lewis, Sinclair	Ann Vickers	1933	1933.0		5.0	5.0			True	Lewis	Garden City, N.Y.|Doubleday, Doran|1933.	False	False	False	False	False	False	False	True
uc2.ark:/13960/t22b8xs3c	Ouida,	Held in bondage	1863	1863.0	1863.0						Ouida		False	False	False	False	False	False	False	True
mdp.39015066065213	Wallace, Lew,	Ben Hur	1880	1880.0	1880.0			m	us		Wallace		False	False	False	False	False	False	False	True
mdp.39015023133641	D'Arcy, Ella	Monochromes	1895	1895.0	1895.0			f	uk		D'Arcy	London;John Lane;1895.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t1wd3r010	Haldeman-Julius, Emanuel and Anna Marcet	Dust	1921	1921.0	1921.0			m	us		Haldeman-Julius	New York;Brentano's;1922	False	False	False	False	False	True	False	False
mdp.39015063959657	Walpole, Hugh	The Duchess of Wrexe, her decline and death;	1914	1914.0	1914.0	3.0	3.0	m	uk	True	Walpole	New York;Grosset & Dunlap;c1914	False	False	False	False	False	True	False	False
mdp.39015053606771	Morgan, Charles	Sparkenbroke.	1936	1936.0	1936.0	2.0	2.0	m	uk	True	Morgan	New York|Macmillan|1936.	False	False	False	False	False	False	True	True
uc1.$b232542	De la Roche, Mazo	Finch's fortune	1931	1931.0		4.0	1.0			True	De	Boston|Little, Brown, and company|1931.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t6d21xm9t	Disraeli, Benjamin	Lothair	1870	1870.0	1870.0	14.0	8.0	m	uk	True	Disraeli	London;Longmans, Green, and co.;1870.	False	False	False	False	False	True	False	False
nnc1.cr61143707	Davis, William Stearns	The friar of Wittenberg	1914	1912.0	1912.0	1.0	1.0	m	us	True	Davis	New York;Macmillan;c1912	False	False	False	False	False	True	False	False
uc1.$b299826	Clarke, Donald Henderson	Young and healthy / | $c: by Donald Henderson Clarke.	1931	1931.0	1931.0	1.0	1.0	m	us	True	Clarke	New York|The Vanguard Press|c1931.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t9k36b97d	Craik, Georgiana M	Godfrey Helstone	1884	1884.0	1884.0	2.0	2.0	f	uk	True	Craik	London;R. Bentley;1884.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t26971c28	Holmes, Richard S	Bradford Horton: Man	1913	1913.0	1913.0			m	us		Holmes	New York;Chicago;Toronto;London;Edinburgh;Fleming H. Revell Company;1913.	False	False	False	False	False	False	True	False
mdp.49015002573658	McCullough, Colleen	An indecent obsession	1981	1981.0		1.0	1.0			True	McCullough	New York|Harper & Row|c1981.	False	False	False	False	False	False	False	True
uiuo.ark+=13960=t39z9dj6h	Allardyce, Alexander	The city of sunshine	1877	1877.0	1877.0			m	uk		Allardyce	Edinburgh [Lothian;William Blackwood;1877.	False	False	False	False	False	True	False	False
umn.319510020466601	Norris, Frank	Vandover and the Brute	1914	1914.0	1914.0			m	us		Norris		False	False	False	False	False	True	False	False
mdp.39015064466108	Borrow, George Henry	Lavengro;	1851	1851.0	1851.0			m	uk		Borrow	London;J. Murray;1851.	False	False	False	False	False	True	False	False
mdp.39015035340093	Chopin, Kate	The awakening	1964	1904.0		2.0	1.0			False	Chopin	New York|Capricorn Books|1964	True	True	False	False	False	False	False	False
mdp.39015031230819	Deeping, Warwick	The bridge of desire	1931	1931.0		2.0	2.0			True	Deeping	New York|R. M. McBride & company|1931.	False	False	False	False	False	False	False	True
uc1.b3581594	Munro, Neil	Doom Castle;	1901	1901.0	1901.0			m	uk		Munro	New York;Doubleday, Page & co.;1901.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t96689c59	Tarkington, Booth	The two Vanrevels	1902	1902.0		11.0	11.0			True	Tarkington	New York;Scribners;1916 c1902.	False	False	False	False	False	False	False	True
nyp.33433034410518	Edwards, Annie	Ought we to visit her?	1872	1872.0	1872.0	4.0	2.0	f	uk	True	Edwards	London;R. Bentley and Son;1872.	False	False	False	False	False	True	False	False
inu.32000000320673	Barrie, J. M	Tommy and Grizel	1900	1900.0	1900.0			m	uk		Barrie	New York;C. Scribner's sons;1900	False	False	False	False	False	True	False	False
mdp.39015010526716	Wharton, Edith	The world over	1936	1936.0		2.0	2.0			True	Wharton	New York|London|D. Appleton-Century company, incorporated.|1936.	False	False	True	False	False	False	False	False
nyp.33433074795083	Wood, Benjamin	Fort Lafayette;	1862	1862.0	1862.0	2.0	2.0	m	us	True	Wood	New York;Carleton;1862.	False	False	False	False	False	False	True	False
mdp.39015031908901	Collins, Wilkie	Antonina;	1850	1850.0	1850.0			m	uk		Collins	London;R. Bentley;1850.	False	False	False	False	False	True	False	False
uc1.b3123803	Horlock, Knightley William	The Squire of Beechwood	1857	1857.0	1857.0	3.0	3.0	m	uk	True	Horlock	London;Hurst and Blackett;1857.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t9f47xt5p	Lyall, Edna	We two	1884	1884.0	1884.0	4.0	4.0	f	uk	True	Lyall	London;Hurst and Blackett;1884.	False	False	False	False	False	True	False	False
mdp.39015062084390	Nabokov, Vladimir	Lolita	1955	1955.0	1955.0	4.0	2.0	m	ru	True	Nabokov	New York|Putnam|c1955.	False	False	False	False	True	False	False	True
uc1.b2791154	Shand, Alexander Innes	Shooting the rapids	1872	1872.0	1872.0	1.0	1.0	m	uk	True	Shand	London;Smith, Elder;1872.	False	False	False	False	False	True	False	False
njp.32101068167889	Castlemon, Harry	Frank on the lower Mississippi	1868	1867.0	1867.0			m	us		Castlemon	Philadelphia;Porter & Coates;1868	False	False	False	False	False	False	True	False
uc2.ark+=13960=t8x924472	Dalton, William	Phaulcon the adventurer ; or The Europeans in the East	1862	1862.0	1862.0	2.0	2.0	m	uk	True	Dalton	London;S.O. Beeton;1862.	False	False	False	False	False	False	True	False
pst.000019745510	Peterkin, Julia Mood	Scarlet sister Mary	1928	1928.0		3.0	2.0			True	Peterkin	Dunwoody, Ga.|N. S. Berg|1970?, c1928].	False	False	False	False	False	False	False	True
nyp.33433074870829	Hocking, Joseph	Mistress Nancy Molesworth;	1898	1898.0	1898.0	3.0	3.0	m	uk	True	Hocking	New York;Doubleday & McClure co.;1898.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t20c59n08	Dering, Edward Heneage	Sherborne, or, The house at the four ways	1875	1875.0	1875.0	3.0	3.0	m	uk	True	Dering	London;Smith, Elder;1875.	False	False	False	False	False	False	True	False
coo.31924013218056	Robins, Elizabeth	The convert	1908	1908.0	1908.0	2.0	2.0	f	us	True	Robins	Leipzig;B. Tauchnitz;1908.	False	False	False	False	False	True	False	False
uc1.b4080296	Walpole, Hugh, Sir	Rogue Herries	1935	1935.0		3.0	3.0			True	Walpole	Garden City, N. Y.|Doubleday, Doran|1935 [c1930	False	False	False	False	False	False	False	True
uc1.$b322712	Benson, Stella	Tobit Transplanted	1931	1931.0	1931.0	1.0	1.0	f	uk	True	Benson	London|Macmillan|1931.	False	False	False	False	False	True	False	False
loc.ark+=13960=t7jq1gh0t	Krunich, Milutin	Serbia crucified;	1918	1918.0	1918.0			m	serbian		Krunich	Boston;New York;Houghton Mifflin Company;1918.	False	False	False	False	False	False	True	False
nyp.33433074854625	Fox-Davies, Arthur Charles	The Mauleverer murders	1907	1907.0	1907.0	2.0	2.0	m	uk	True	Fox-Davies	New York;J. Lane Company; [etc., etc.;1907.	False	False	False	False	False	True	False	False
mdp.39015046353481	Tan, Amy	The kitchen god's wife	1991	1991.0		2.0	2.0			True	Tan	New York|Putnam|c1991.	False	False	False	False	False	False	False	True
mdp.39015059502669	Read, Opie Percival	My young master;	1895	1895.0	1895.0			m	us		Read	Chicago;Laird & Lee;c1896	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t13n2tm28	Veitch, Sophie F. F	Wise as a serpent	1869	1869.0	1869.0	3.0	3.0	f	uk	True	Veitch	London;Bentley;1869.	False	False	False	False	False	False	True	False
nnc1.1002295628	Trowbridge, J. T	The old battle-ground	1866	1860.0	1860.0	1.0	1.0	m	us	True	Trowbridge	New York;Sheldon;1866.	False	False	False	False	False	True	False	False
uc1.$b799569	Goss, Charles Frederic,	The redemption of David Corson	1900	1900.0	1900.0						Goss	Indianapolis;The Bowen-Merrill company;1900	False	False	False	False	False	False	False	True
mdp.39015047762482	Edmonds, Walter D	Erie Water	1933	1933.0	1933.0	1.0	1.0	m	us	True	Edmonds	Boston|Little, Brown, and company|1933.	False	False	False	False	False	True	False	False
mdp.39015012336312	Grey, Zane,	The U. P. trail;	1918	1918.0	1918.0	2.0	2.0			True	Grey	New York;London;Harper & brothers;1918	False	False	False	False	False	False	False	True
mdp.39015004859578	Shaw, Irwin	The young lions	1948	1948.0		3.0	3.0			True	Shaw	New York|Random House|1948.	False	False	False	False	False	False	False	True
mdp.39015019159642	Welch, James	Winter in the blood	1974	1974.0		3.0	3.0			True	Welch	New York|Harper & Row|1974	False	True	False	False	False	False	False	False
mdp.39015063941507	McCutcheon, George Barr,	Jane Cable	1906	1906.0	1906.0						McCutcheon	New York;Dodd, Mead & company;1906.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t3tt4g49s	Optic, Oliver	In school and out;	1873	1873.0	1873.0	1.0	1.0	m	us	True	Optic	Boston;Lee and Shepard;New York;Lee, Shepard and Dillingham;1873.	False	False	False	False	False	False	True	False
uc1.32106007991901	Du Maurier, Daphne	Rebecca	1938	1938.0		2.0	2.0			True	Du	New York|The Modern Library|1938.	False	False	False	False	False	False	False	True
uiuo.ark+=13960=t2b85k82p	Chorley, Henry Fothergill	A prodigy	1866	1866.0	1866.0	3.0	3.0	m	uk	True	Chorley	London;Chapman and Hall;1866.	False	False	False	False	False	False	True	False
njp.32101007807025	Dickens, Charles,	The haunted man and the ghost's bargain	1891	1848.0	1848.0	3.0	2.0	m	uk	True	Dickens	London;G. Routledge & Sons;1891.	False	False	False	False	False	False	False	True
uiuo.ark+=13960=t5fb5fx5f	Grant, James	Philip Rollo, or, The Scottish musketeers	1854	1854.0	1854.0	2.0	2.0	m	uk	True	Grant	London;G. Routledge;1854.	False	False	False	False	False	True	False	False
uc1.b4095385	Keyes, Frances Parkinson	Joy Street	1950	1950.0		2.0	2.0			True	Keyes	New York|Julian Messner, Inc.|c1950.	False	False	False	False	False	False	False	True
uc1.$b105643	Spring, Howard	Shabby tiger, | a novel,	1935	1934.0	1934.0	2.0	2.0	m	uk	True	Spring	New York|Covici, Friede|c1935	False	False	False	False	False	False	True	False
uc1.b3473687	Hailey, Arthur	Strong medicine	1984	1984.0		3.0	3.0			True	Hailey	Garden City, N.Y.|Doubleday|1984.	False	False	False	False	False	False	False	True
nyp.33433076046253	Radecliffe, Noell	Wheel within wheel	1861	1861.0	1861.0	1.0	1.0	m	uk	True	Radecliffe	New York;A. B. Burdick;1861.	False	False	False	False	False	False	True	False
uc1.$b56184	Puckette, Clara Childs	Old Mitt laughs last, | $c: by Clara Childs Puckett; drawings by Sandra James.	1944	1944.0	1944.0	1.0	1.0	f	us	True	Puckette	New York|Indianapolis|The Bobbs-Merrill company|1944	False	False	False	False	False	False	True	False
mdp.39015030851110	Bromfield, Louis	Night in Bombay	1940	1940.0		3.0	3.0			True	Bromfield	New York|London|Harper & brothers|1940.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t1gh9cs39	Holmes, Mary Jane	Dora Deane	1890	1890.0	1890.0	1.0	1.0	f	us	True	Holmes	New York;Hurst & Co.;189?	False	False	False	False	False	False	True	False
uc1.$b244118	Mottram, R. H	The Spanish Farm	1924	1924.0	1924.0			m	uk		Mottram	New York|L. MacVeagh, Dial press|1924.	False	False	False	False	False	True	False	False
pst.000059006770	King, Stephen	Cujo	1981	1981.0		2.0	2.0			True	King	Thorndike, Me.|G.K. Hall|c1981.	False	False	False	False	False	False	False	True
mdp.39015008850250	Segal, Erich	Love story	1970	1970.0		1.0	1.0			True	Segal	New York|New American Library|1970	False	False	False	False	False	False	False	True
mdp.39015008914940	Drury, Allen	Preserve and protect; a novel	1968	1968.0		2.0	2.0			True	Drury	Garden City, N.Y.|Doubleday|1968.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t0ks6ps96	Disraeli, Benjamin	Lothair	1870	1870.0	1870.0			m	uk		Disraeli	London;Longmans, Green, and co.;1870.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t1wd4h96x	Tabor, Eliza	The last of her line	1879	1879.0	1879.0	3.0	3.0	f	uk	True	Tabor	London;Hurst and Blackett;1879.	False	False	False	False	False	False	True	False
uc1.$b471567	Post, Helen (Wilmans)	A search for freedom	1898	1898.0	1898.0			f	us		Post	Sea Breeze, Fla.;Freedom Publishing Co.;1898.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t73v07t79	Yates, Edmund Hodgson	Dr. Wainwright's patient	1871	1871.0	1871.0	3.0	3.0	m	uk	True	Yates	London;Chapman and Hall;1871.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t01z4424r	Zack	The white cottage	1901	1901.0	1901.0			f	uk		Zack	New York;Scribner;1901.	False	False	False	False	False	True	False	False
mdp.39015031600409	Chandler, Raymond	The big sleep	1945	1939.0	1939.0	1.0	1.0	m	us	True	Chandler	New York|A. A. Knopf|1945	False	False	False	False	True	False	False	False
mdp.39015047709533	Brooks, Terry	Star Wars, episode I : the phantom menace	1999	1999.0		1.0	1.0			True	Brooks	New York|Lucas Books|The Ballantine Publishing Group|c1999.	False	False	False	False	False	False	False	True
