docid	author	title	inferreddate	latestcomp	firstpub	allcopiesofwork	copiesin25yrs	gender	nationality	earlyedition	lastname	imprint	norton	heath	nortonshort	mostdiscussed	preregistered	reviewed	contrast4reviewed	bestseller
uiuo.ark+=13960=t3xs6018h	Barrett, Frank	A prodigal's progress	1882	1882.0	1882.0	3.0	3.0	m	uk	True	Barrett	London;R. Bentley;1882.	False	False	False	False	False	False	True	False
coo.31924013476480	Haggard, H. Rider	King Solomon's mines	1886	1886.0	1886.0	9.0	1.0			True	Haggard	Leipzig;B. Tauchnitz;1886.	False	False	False	False	False	False	False	True
uc1.b4717980	Reid, Mayne	The war trail, or, The hunt of the wild horse	1860	1851.0	1851.0			m	us		Reid	Nashville, Tenn.;The Author;1860.	False	False	False	False	False	False	True	False
uc1.b3578726	Hardy, Thomas	Tess of the D'Urbervilles	1892	1892.0	1892.0	27.0	11.0	m	uk	True	Hardy	London;James R. Osgood, McIlvaine;1892.	False	False	False	False	False	True	False	False
uc1.$b322854	Bromfield, Louis	A good woman	1927	1927.0		2.0	2.0			True	Bromfield	New York|Frederick A. Stokes Company|1927.	False	False	False	False	False	False	False	True
nyp.33433075756498	Sinclair, May	The tree of heaven	1917	1917.0		4.0	4.0			True	Sinclair	New York;The Macmillan Company;1917.	False	False	False	False	False	False	False	True
mdp.39015053262294	Jokai, Mór	Pretty Michal	1899	1877.0	1877.0	2.0	1.0	m	hungary	True	Jokai	Boston;L. C. Page;1899.	False	False	False	False	False	False	True	False
uc1.b3710825	Keyes, Frances Parkinson	Dinner at Antoine's	1948	1948.0		4.0	4.0			True	Keyes	New York|J. Messner|1948	False	False	False	False	False	False	False	True
njp.32101067646404	Holmes, Mary Jane	Darkness and daylight	1864	1864.0	1864.0	2.0	2.0	f	us	True	Holmes	New York;Carleton, Publishers;1864.	False	False	False	False	False	False	True	False
inu.32000006997615	Ritchie, Anne Thackeray	Old Kensington	1873	1873.0	1873.0	4.0	3.0	f	uk	True	Ritchie	London;Smith, Elder, & co.;1873.	False	False	False	False	False	True	False	False
nyp.33433074945779	Collins, Wilkie	Armadale	1873	1866.0	1866.0	1.0	1.0	m	uk	True	Collins	New York;Harper & Brothers;1873	False	False	False	False	False	True	False	False
wu.89098026875	Greenough, Richard S., Mrs	In extremis	1872	1872.0	1872.0	1.0	1.0	f	us	True	Greenough	Boston;Roberts Brothers;1872.	False	False	False	False	False	False	True	False
njp.32101066107804	O'Reilly, John Boyle	Moondyne: a story from the underworld	1879	1879.0	1879.0	1.0	1.0	m	ir	True	O'Reilly	Boston;Roberts Brothers;1879.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t2x35dr9t	Scott, Geo. G	Clumber chase; or, Love's riddle solved by a royal sphinx	1871	1871.0	1871.0	3.0	3.0	m	uk	True	Scott	London;T. Cautley Newby;1871.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t4kk9x89j	Robinson, F. W	The woman in the dark	1895	1895.0	1895.0	2.0	2.0	m	uk	True	Robinson	London;Chatto & Windus ...;1895.	False	False	False	False	False	False	True	False
nyp.33433076042153	Trumbull, Annie Eliot	Life's common way	1903	1903.0	1903.0	1.0	1.0	f	us	True	Trumbull	New York;A.S. Barnes and Company;1903.	False	False	False	False	False	True	False	False
uc1.b3327277	Whitney, A. D. T	Bonnyborough	1886	1886.0	1886.0			f	us		Whitney	Boston;Houghton, Mifflin and Company;1886, c1885.	False	False	False	False	False	False	True	False
nyp.33433074872908	Lawrence, George A	Guy Livingstone;	1857	1857.0	1857.0	2.0	2.0	m	uk	True	Lawrence	New York;Harper & Brothers;1857.	False	False	False	False	False	True	False	False
uc1.b4877325	Waltari, Mika	The adventurer;	1950	1950.0		1.0	1.0			True	Waltari	New York|Putnam|1950	False	False	False	False	False	False	False	True
nyp.33433074859699	Grier, Sydney C	The prince of the captivity	1902	1902.0	1902.0	1.0	1.0	f	uk	True	Grier	Boston;L.C. Page & Company;1902.	False	False	False	False	False	False	True	False
uc2.ark:/13960/t71v5fs45	Watts-Dunton, Theodore,	Aylwin	1898	1898.0	1898.0						Watts-Dunton		False	False	False	False	False	False	False	True
uc2.ark+=13960=t3st7kr2j	Hemyng, Bracebridge	Held in thrall	1869	1869.0	1869.0	1.0	1.0	m	uk	True	Hemyng	London;C.H. Clarke;1869	False	False	False	False	False	False	True	False
nyp.33433081830097	Robinson, Solon	Hot corn	1854	1854.0	1854.0	1.0	1.0	m	us	True	Robinson	New York;De Witt and Davenport, Publishers;1854.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t0zp49h3s	Carey, Rosa Nouchette	Lover or friend?	1890	1890.0	1890.0			f	uk		Carey	London;Richard Bentley & Son;1890.	False	False	False	False	False	False	True	False
uc1.$b300999	Graeme, Bruce	The coming of the Carew; | a fantasy in crime, | $c: by Bruce Graham [pseud.]	1945	1945.0	1945.0	1.0	1.0	m	uk	True	Graeme	London|Hutchinson|1945	False	False	False	False	False	False	True	False
pst.000051406523	Follett, Ken	The pillars of the earth	1989	1989.0		2.0	2.0			True	Follett	New York|New American Library|2002, c1989.	False	False	False	False	False	False	False	True
mdp.39015005776847	Mitchell, Margaret	Gone with the wind	1936	1936.0	1936.0	7.0	3.0	f	us	True	Mitchell	New York|Macmillan Co.|1936.	False	False	False	False	False	True	False	True
mdp.39015039590446	Mitchell, James Leslie	Cloud howe.	1933	1933.0	1933.0	2.0	1.0	m	uk	True	Mitchell	London|Jarrolds|1933	False	False	False	False	False	False	True	False
mdp.39015012354869	Bowles, Thomas Gibson	Flotsam and jetsam	1883	1883.0	1883.0			m	uk		Bowles	New York;Funk & Wagnalls;1883	False	False	False	False	False	False	True	False
uc1.b3325617	Marsh-Caldwell, Anne	Castle Avon	1852	1852.0	1852.0	8.0	8.0	f	uk	True	Marsh-Caldwell	London;Colburn;1852.	False	False	False	False	False	True	False	False
mdp.49015000541525	Major, Charles	Dorothy Vernon of Haddon Hall	1929	1902.0		1.0	1.0			False	Major	New York|Grosset & Dunlap|1929, 1902].	False	False	False	False	False	False	False	True
njp.32101074871284	Linthicum, Richard	A book of Rocky Mountain tales	1892	1892.0	1892.0	1.0	1.0	m	us	True	Linthicum	Denver, Colo.;W.F. Robinson;1892.	False	False	False	False	False	False	True	False
nyp.33433074890454	Melville, Herman	Moby Dick	1892	1851.0	1851.0	16.0	2.0	m	us	True	Melville	Boston|Page|c1892	False	False	False	True	True	False	False	True
mdp.39015030755501	Johnston, Sir Harry	The Gay-Dombeys	1919	1919.0	1919.0			m	uk		Johnston	New York;The Macmillan company;1919.	False	False	False	False	False	True	False	False
mdp.39015051364423	Graham, Gwethalyn	Earth and high heaven	1944	1944.0		3.0	3.0			True	Graham	Philadelphia|J. B. Lippincott Company|c1944.	False	False	False	False	False	False	False	True
mdp.39015063961315	[Sprague, Mary Aplin]	An earnest trifler	1880	1879.0	1879.0	1.0	1.0	f	us	True	Sprague	Boston;Houghton, Osgood and company;1880.	False	False	False	False	False	True	False	False
mdp.39015030719382	Wharton, Edith	The Mother's Recompense	1925	1925.0	1925.0	3.0	2.0	f	us	True	Wharton	New York|London|D. Appleton and Company|1925.	False	False	False	False	False	True	False	False
wu.89104493895	Spencer, Lillian	After all	1885	1885.0	1885.0	1.0	1.0			True	Spencer	Chicago;S.C. Griggs;1885.	False	False	False	False	False	False	True	False
njp.32101065841254	Scudder, Horace Elisha	Stories from my attic	1876	1869.0	1869.0	4.0	4.0	m	us	True	Scudder	New York;Hurd and Houghton;1876.	False	False	False	False	False	True	False	False
uc1.b3834767	Baron, Dunsany, Edward John Moreton Drax Plunkett	The curse of the wise woman / | $c: by Lord Dunsany.	1933	1933.0	1933.0			m	ir		Baron	New York|Longmans, Green|1933.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t3fx74c7k	James, Henry	The beast in the jungle	1915	1915.0		1.0	1.0			True	James	London;M. Secker;1915	True	False	False	False	False	False	False	False
nyp.33433076083645	Gabriel, Gilbert W	Jiminy	1922	1922.0	1922.0	2.0	2.0	m	us	True	Gabriel	New York;George H. Doran Company;c1922].	False	False	False	False	False	True	False	False
mdp.39015031297933	Milne, A.A	Two People	1931	1931.0	1931.0			m	uk		Milne	New York|Dutton|1931.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t1fj34d94	Wingfield, Lewis	Barbara Philpot	1885	1885.0	1885.0	3.0	3.0	m	ir	True	Wingfield	London;Richard Bentley and Son;1885.	False	False	False	False	False	False	True	False
nyp.33433074876156	MacGregor, Hector	The souter's lamp	1903	1903.0	1903.0	1.0	1.0			True	MacGregor	Chicago;New York;Toronto, etc.;Fleming H. Revell Company;1903].	False	False	False	False	False	False	True	False
uc2.ark:/13960/t16m3bj9x	Weyman, Stanley John,	A gentleman of France	1893	1893.0	1893.0			m	uk		Weyman		False	False	False	False	False	False	False	True
nyp.33433076063282	Stowe, Harriet Beecher	The pearl of Orr's island	1869	1862.0	1862.0	12.0	3.0	f	us	True	Stowe	Boston;Fields, Osgood & Co.;1869.	False	False	False	False	False	True	False	False
inu.39000003707283	Doyle, Arthur Conan	Sherlock Holmes Omnibus	1976	1892.0	1892.0	1.0	1.0	m	uk	False	Doyle	New York|Schocken Books|1976.	False	False	False	False	True	False	False	False
nyp.33433076060734	Fern, Fanny	Ruth Hall : a domestic tale of the present time	1855	1855.0		1.0	1.0			True	Fern	New York;Mason Brothers;1855.	True	False	False	False	False	False	False	False
uc2.ark+=13960=t8rb6wq8k	Chambers, Robert W	The reckoning	1905	1905.0	1905.0	3.0	3.0	m	us	True	Chambers	New York;Grosset & Dunlap;c1905	False	False	False	False	False	True	False	False
uc1.32106006283888	Susann, Jacqueline	Valley of the dolls, a novel	1966	1966.0		2.0	2.0			True	Susann	New York|B. Geis Associates|1966	False	False	False	False	False	False	False	True
njp.32101063580995	Isham, Frederick Stewart	Under the rose	1903	1903.0	1903.0			m	us		Isham	Indianapolis;Bobbs-Merrill;1903.	False	False	False	False	False	False	True	False
uc1.b3146409	Wiggin, Kate Douglas Smith,	Penelope's progress	1898								Wiggin	Boston;New York;Houghton, Mifflin and Co.;1898;(Cambridge [Mass.;The Riverside Press)	False	False	False	False	False	False	False	True
uc1.$b802367	Webster, Henry Kitchell	The innocents : | a novel / | $c: by Henry Kitchell Webster.	1924	1924.0	1924.0	1.0	1.0	m	us	True	Webster	Indianapolis|The Bobbs-Merrill Company|c1924.	False	False	False	False	False	False	True	False
mdp.39015063938792	Locke, William John,	Septimus	1909	1909.0	1909.0	4.0	4.0			True	Locke	New York;A. L. Burt co.;1909	False	False	False	False	False	False	False	True
uc1.b3325618	Marsh-Caldwell, Anne	Castle Avon	1852	1852.0	1852.0	8.0	8.0	f	uk	True	Marsh-Caldwell	London;Colburn;1852.	False	False	False	False	False	True	False	False
nyp.33433075766273	Thackeray, William Makepeace,	Vanity fair	1848	1847.0	1847.0			m	uk		Thackeray	New York;Harper & Brothers;1848.	False	False	False	False	False	False	False	True
uva.x004152854	Carroll, Lewis,	Alice's adventures in Wonderland	1896	1865.0	1865.0	9.0	4.0			True	Carroll	Philadelphia;H. Altemus;c1896.	False	False	False	False	False	False	False	True
nyp.33433074961974	anonymous3	Only three weeks	1872	1872.0	1872.0	1.0	1.0			True	anonymous3	Boston;J.R. Osgood & Co.;1872.	False	False	False	False	False	False	True	False
uc2.ark:/13960/t08w39n2k	MacGrath, Harold,	The puppet crown	1901	1901.0	1901.0						MacGrath		False	False	False	False	False	False	False	True
nyp.33433075761738	Farnol, Jeffery	The definite object;	1917	1917.0		3.0	3.0			True	Farnol	Boston;Little, Brown, and company;1917.	False	False	False	False	False	False	False	True
uc1.b4105551	Westcott, Edward Noyes,	David Harum	1898	1899.0	1899.0						Westcott	New York;Grosset & Duplap;c1898.	False	False	False	False	False	False	False	True
mdp.39015031231437	De la Mare, Walter 	The Riddle and Other Tales	1923	1923.0	1923.0			m	uk		De	New York|A. A. Knopf|1923.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t1pg1z41b	Barry, William Francis	The new Antigone	1887	1887.0	1887.0	7.0	6.0	m	uk	True	Barry	London;New York;Macmillan and Co.;1887.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t8tb0zk22	Roe, A. S	To love and to be loved	1851	1851.0	1851.0	1.0	1.0		us	True	Roe	New York;D. Appleton & Company;Philadelphia;G.S. Appleton;1851.	False	False	False	False	False	True	False	False
mdp.39015003930503	Godden, Rumer	Black Narcissus	1939	1939.0	1939.0			f	uk		Godden	Boston|Little, Brown and company|1939.	False	False	False	False	False	True	False	False
uc1.b3325239	Williamson, C. N.	Lord Loveland discovers America	1910	1910.0	1910.0	2.0	2.0			True	Williamson	New York;A.L. Burt;c1910.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t05x2648j	Aldrich, Thomas Bailey	The stillwater tragedy	1880	1880.0	1880.0	14.0	7.0	m	us	True	Aldrich	Boston;Houghton Mifflin and company;1880.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t7sn01q3p	Barr, Amelia Edith Huddleston	The squire of Sandal-Side;	1887	1887.0	1887.0			f	uk		Barr	New York;Dodd, Mead and company;c1887	False	False	False	False	False	False	True	False
mdp.39015014235579	Cozzens, James Gould	By love possessed	1957	1957.0		3.0	3.0			True	Cozzens	New York|Harcourt, Brace|1957	False	False	False	False	False	False	False	True
uc2.ark+=13960=t3nv9ss49	Sedgwick, Catharine Maria	Hope Leslie;	1842	1842.0		1.0	1.0			True	Sedgwick	New York;Harper & brothers;1842.	False	True	False	False	False	False	False	False
inu.32000009149842	Hilton, James	Random harvest	1941	1941.0		2.0	2.0			True	Hilton	Boston|Little, Brown and Co.|1941.	False	False	False	False	False	False	False	True
mdp.39015046359850	James, Henry	Roderick Hudson	1900	1875.0	1875.0			m	us		James	Boston;Houghton Mifflin co.;1900?	False	False	False	False	False	True	False	False
nyp.33433076023195	Nicholson, Meredith	A Hoosier chronicle	1912	1912.0		3.0	3.0			True	Nicholson	Boston;New York;Houghton Mifflin company;1912.	False	False	False	False	False	False	False	True
njp.32101065847475	Murfree, Mary Noailles	Where the battle was fought	1884	1884.0	1884.0	2.0	1.0	f	us	True	Murfree	Boston;New York;Houghton, Mifflin and Company;1894, c1884.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t9t15276t	MacDonald, George	Thomas Wingfold, curate	1876	1876.0	1876.0	3.0	3.0	m	uk	True	MacDonald	Toronto;Copp, Clark & co.;1876.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t0xp6v81r	Beach, Rex	The net	1912	1912.0		3.0	3.0			True	Beach	New York;A. L. Burt;1912.	False	False	False	False	False	False	False	True
mdp.39015063977790	Tarkington, Booth,	The turmoil	1915	1915.0	1915.0						Tarkington	New York;Grosset & Dunlap;c1915	False	False	False	False	False	False	False	True
uiuo.ark+=13960=t42r4bj1d	Kirkus, William	Only to be married	1867	1867.0	1867.0	3.0	3.0	m	uk	True	Kirkus	London;Tinsley Brothers;1867.	False	False	False	False	False	False	True	False
mdp.39015008021449	Herriot, James	All things bright and beautiful	1974	1974.0		1.0	1.0			True	Herriot	New York|St. Martin's Press|c1974.	False	False	False	False	False	False	False	True
uiuo.ark+=13960=t43r1cm88	Lockhart, Laurence W. M	Mine is thine	1878	1878.0	1878.0	3.0	3.0	m	uk	True	Lockhart	Edinburgh;W. Blackwood;1878.	False	False	False	False	False	False	True	False
mdp.39015034912363	Evans, Nicholas	The horse whisperer	1995	1995.0		1.0	1.0			True	Evans	New York|Delacorte Press|c1995.	False	False	False	False	False	False	False	True
uc1.b3578725	Hardy, Thomas	Tess of the D'Urbervilles	1892	1892.0	1892.0	27.0	11.0	m	uk	True	Hardy	London;James R. Osgood, McIlvaine;1892.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t81k02901	Pinkney, Jane Vaughan	The young doctor	1851	1851.0	1851.0	3.0	3.0	f	uk	True	Pinkney	London;T.C.Newby;1851.	False	False	False	False	False	False	True	False
mdp.39015031909669	Collins, Wilkie	Antonina;	1850	1850.0	1850.0			m	uk		Collins	London;R. Bentley;1850.	False	False	False	False	False	True	False	False
mdp.39015025919393	Weaver, Sarah Harbine	The doings of Jane	1920	1920.0	1920.0	1.0	1.0	f	us	True	Weaver	Boston, Mass.;The Stratford Company;1920.	False	False	False	False	False	False	True	False
uc1.$b56298	Ashton, Helen	Doctor Serocold	1930	1930.0	1930.0			f	uk		Ashton	Garden City, N.Y.|Doubleday, Doran and Company, Inc.|1930.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t4sj1bv84	Rice, Alice Caldwell Hegan	Lovey Mary	1903	1903.0		3.0	3.0			True	Rice	New York;The Century Co.;1903.	False	False	False	False	False	False	False	True
inu.32000000970782	Woolf, Virginia	Orlando	1928	1928.0	1928.0			f	uk		Woolf	New York|Harcourt, Brace and Company|c1928	False	False	False	False	False	True	False	False
nyp.33433034394472	Ward, Elizabeth Stuart Phelps	The gates ajar; or, A glimpse into heaven	1871	1871.0	1871.0			f	us		Ward		False	False	False	False	False	True	False	False
miun.acb4809,0001,001	Deeping, Warwick	Kitty, / | $c: by Warwick Deeping.	1928	1927.0	1927.0			m	uk		Deeping		False	False	False	False	False	False	True	False
mdp.39015039644839	Macaulay, Thomas Babington Macaulay,	Lays of ancient Rome	1843	1842.0	1842.0						Macaulay		False	False	False	False	False	False	False	True
uc2.ark+=13960=t7br8n136	McCutcheon, George Barr	Beverly of Graustark	1904	1904.0		3.0	3.0			True	McCutcheon	New York;Dodd, Mead & Company;1904.	False	False	False	False	False	False	False	True
nyp.33433074853726	Dorr, Henry G	Mohawk Peter	1921	1921.0	1921.0	1.0	1.0	m	us	True	Dorr	Boston;The Cornhill Publishing Co.;c1921.	False	False	False	False	False	False	True	False
njp.32101068179041	Harwood, John Berwick	Lady Livingston's legacy	1874	1874.0	1874.0	3.0	3.0	m	uk	True	Harwood	London;R. Bentley and Son;1874.	False	False	False	False	False	False	True	False
pst.000027734902	Vonnegut, Kurt	Slaughterhouse-five; or, The children's crusade : a duty-dance with death	1969	1969.0		2.0	1.0			True	Vonnegut	New York|Dell|c1969].	True	False	False	False	False	False	False	False
mdp.39015063516614	Borrow, George Henry	Lavengro;	1851	1851.0	1851.0	14.0	3.0	m	uk	True	Borrow	London;J. Murray;1851.	False	False	False	False	False	True	False	False
mdp.39015030710860	Poole, Ernest	The harbor	1915	1915.0	1915.0	2.0	2.0	m	us	True	Poole	New York|Grosset & Dunlap|1915	False	False	False	False	False	True	False	True
uiuo.ark+=13960=t9v12mm90	Alexander, Mrs	Mona's choice	1887	1887.0	1887.0	4.0	4.0	f	us	True	Alexander	London;F.V. White & Co.;1887.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t1hh6d619	Dreiser, Theodore	Sister Carrie	1917	1900.0	1900.0	7.0	3.0	m	us	True	Dreiser	New York;Grosset & Dunlap;c1917.	True	False	False	False	True	False	False	False
uiuo.ark+=13960=t3st7v616	Armitt, Annie	The garden at Monkholme	1878	1878.0	1878.0	3.0	3.0	f	uk	True	Armitt	London;S. Tinsley;1878.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t17m0473p	Maria	Bessie and Raymond;	1866	1866.0	1866.0	3.0	3.0			True	Maria	Boston;E. P. Weston;1866.	False	False	False	False	False	False	True	False
wu.89006934889	Roe, Edward Payson	Without a home	1902	1902.0	1902.0			m	us		Roe	New York;P. F. Collier;1902], c1881.	False	False	False	False	False	False	True	False
uc2.ark:/13960/t2j67fv70	Wood, Henry,	The Channings	1862	1862.0	1862.0						Wood		False	False	False	False	False	False	False	True
uc2.ark+=13960=t9k35p017	Cahan, Abraham	Yekl;	1896	1896.0		1.0	1.0			True	Cahan	New York;Appleton;1896.	False	True	False	False	False	False	False	False
uc1.$b87340	Galsworthy, John	The White Monkey	1924	1924.0	1924.0	9.0	8.0	m	uk	True	Galsworthy	New York|Grosset & Dunlap|1924	False	False	False	False	False	True	False	False
uc2.ark:/13960/t6g16058h	Ainsworth, William Harrison,	Windsor castle	1844	1849.0	1849.0			m	uk		Ainsworth		False	False	False	False	False	False	False	True
nyp.33433076053705	Saltus, Edgar	The truth about Tristrem Varick;	1889	1889.0	1889.0			m	us		Saltus	London [etc.;G. Routledge and Sons;1889.	False	False	False	False	False	False	True	False
mdp.39015031304689	Tarkington, Booth	Claire Ambler	1928	1928.0		2.0	2.0			True	Tarkington	Garden City, N.Y.|Doubleday, Doran|1928.	False	False	False	False	False	False	False	True
mdp.39015011393009	Curwood, James Oliver,	The Valley of silent men;	1920	1920.0	1920.0						Curwood	New York;Cosmopolitan book corporation;1920.	False	False	False	False	False	False	False	True
uiuo.ark+=13960=t99606c4g	Pomeroy, John	The Scandinavian ring. A novel	1871	1871.0	1871.0	3.0	3.0	m	uk	True	Pomeroy	London;Tinsley Brothers;1871.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t45q4v85j	Onions, Oliver	The compleat bachelor	1901	1901.0	1901.0	1.0	1.0	m	uk	True	Onions	New York;F. A. Stokes company;c1901	False	False	False	False	False	False	True	False
uc2.ark+=13960=t0ks6p45r	Ballantyne, R. M	The battery and the boiler, or, Adventures in the laying of submarine electric cables	1882	1882.0	1882.0	1.0	1.0	m	uk	True	Ballantyne	New York;T. Nelson;pref. 1882	False	False	False	False	False	True	False	False
uc1.32106002148002	Steinbeck, John	Sweet Thursday	1954	1954.0		3.0	3.0			True	Steinbeck	New York|Viking Press|1954.	False	False	False	False	False	False	False	True
uc1.b3569303	Tarkington, Booth	The two Vanrevels	1902	1902.0	1902.0			m	us		Tarkington	New York;McClure, Phillips & co.;1902.	False	False	False	False	False	True	False	False
mdp.39015045693713	Clark, Mary Higgins	All through the night	1998	1998.0		1.0	1.0			True	Clark	New York|Simon & Schuster|c1998.	False	False	False	False	False	False	False	True
nyp.33433076076334	Hartman, Lee Foster	The white sapphire;	1914	1914.0	1914.0	1.0	1.0	m	us	True	Hartman	New York;London;Harper & Brothers;1914.	False	False	False	False	False	False	True	False
nnc1.cu58507493	Sala, George Augustus	Quite alone;	1880	1880.0	1880.0	1.0	1.0	m	uk	True	Sala	London;Hutchinson;188-?	False	False	False	False	False	False	True	False
uc2.ark+=13960=t3513x89r	Ward, E	A pair of originals	1891	1891.0	1891.0	2.0	2.0			True	Ward	New York;Macmillan and Co.;1891.	False	False	False	False	False	False	True	False
mdp.39015063517422	Burnett, Frances Hodgson,	T. Tembarom	1913	1913.0	1913.0	6.0	6.0	f	uk	True	Burnett	New York;A. L. Burt company;1913	False	False	False	False	False	False	False	True
mdp.39076002720196	Stone, Caroline R	Clorinda of Cherry lane farm / | $c: by Caroline R. Stone.	1945	1945.0	1945.0	1.0	1.0	f	us	True	Stone	New York|Liveright Pub. Corp.|c1945.	False	False	False	False	False	False	True	False
uc1.$b182827	Cotterell, Geoffrey	Then a soldier	1945	1945.0	1945.0	1.0	1.0	m	uk	True	Cotterell	London|Eyre & Spottiswoode|1945	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t4jm2n11m	Edwards, Amelia Ann Blanford	Half a million of money ;	1866	1866.0	1866.0	4.0	4.0	f	uk	True	Edwards	London;Tinsley;1866.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t6h13936j	Besant, Walter	Children of Gibeon	1886	1886.0	1886.0	6.0	6.0	m	uk	True	Besant	London;Chatto & Windus;1886.	False	False	False	False	False	True	False	False
uc1.$b245138	Tarkington, Booth	The Fascinating Stranger	1923	1923.0	1923.0			m	us		Tarkington	Garden City, N.Y.|Doubleday, Page, & Company|1923.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t3nv9qx3s	Barry, William Francis	The new Antigone	1887	1887.0	1887.0	7.0	6.0	m	uk	True	Barry	London;New York;Macmillan and Co.;1887.	False	False	False	False	False	True	False	False
mdp.49015001330217	Stone, Irving	Love is eternal	1957	1957.0		1.0	1.0			True	Stone	New York|Oxford Book Co.|c1957	False	False	False	False	False	False	False	True
uc2.ark+=13960=t6n010v0x	Harris, Joel Chandler	Uncle Remus	1920	1908.0		1.0	1.0			True	Harris	New York;London;D. Appleton and company;1920.	False	True	False	False	False	False	False	False
nyp.33433082523873	Alcott, Louisa May	an old-fashioned girl	1870	1870.0	1870.0	3.0	2.0	f	us	True	Alcott	Boston;Roberts brothers;1870.	False	False	False	False	False	True	False	False
mdp.39015065391388	Koestler, Arthur	Thieves in the Night	1946	1946.0	1946.0			m	hu		Koestler	London|The Macmillan company|1946.	False	False	False	False	False	True	False	False
nyp.33433076051998	Mason, Eveleen Laura	Hiero-salem	1889	1889.0	1889.0	1.0	1.0	f	us	True	Mason	Boston;J.G. Cupples Company;c1889.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t2r50508t	MacDonald, George	Robert Falconer	1868	1868.0	1868.0	9.0	7.0	m	uk	True	MacDonald	London;Hurst and Blackett;1868.	False	False	False	False	False	True	False	False
mdp.39015062324325	Doyle, Arthur Conan,	The hound of the Baskervilles	1921	1902.0	1902.0	1.0	1.0	m	uk	True	Doyle	New York;Grosset & Dunlap;1921?	False	False	False	False	False	False	False	True
mdp.39015024021324	Lewis,Grace Hegger	Half a Loaf	1931	1931.0	1931.0			f	us		Lewis,Grace	New York|H. Liveright, inc.|c1931	False	False	False	False	False	True	False	False
mdp.39015030071941	Christiansen, Sigurd Wesley	Chaff before the wind, | $c: by Sigurd Christiansen; translated from the Norwegian by Isaac Anderson.	1934	1933.0	1933.0	1.0	1.0	m	no	True	Christiansen	New York|Liveright publishing corporation|c1934	False	False	False	False	False	False	True	False
nyp.33433076041544	Van Dyke, Henry	The blue flower	1902	1902.0		6.0	5.0			True	Van	New York;C. Scribner's Sons;1902	False	False	False	False	False	False	False	True
uiuo.ark+=13960=t73t9tx1v	Armstrong, F. C	Our blue jackets, afloat and ashore	1866	1866.0	1866.0	3.0	3.0	m	uk	True	Armstrong	London;T.C. Newby;1866.	False	False	False	False	False	False	True	False
mdp.39015008188404	Hugo, Victor,	Les misérables	1862	1862.0	1862.0	1.0	1.0			True	Hugo	New York;Carleton;1862.	False	False	False	False	False	False	False	True
njp.32101071958951	Chekhov, Anton	The Chorus Girl and Other Stories 	1920	1920.0	1920.0			m	ru		Chekhov	Chatto & Windus;1920.	False	False	False	False	False	True	False	False
uc2.ark:/13960/t9p27542n	Dumas, Alexandre,	The Count of Monte-Cristo	1888	1844.0	1844.0						Dumas		False	False	False	False	False	False	False	True
uiuo.ark+=13960=t9w09kf0m	Marryat, Florence	The prey of the gods	1871	1871.0	1871.0	3.0	3.0	f	uk	True	Marryat	London;R. Bentley;1871.	False	False	False	False	False	False	True	False
mdp.39015000957798	Spillane, Mickey	I, the Jury	1947	1947.0	1947.0	3.0	3.0	m	us	True	Spillane	New York|The New American Library|c1947.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t4rj4zt7g	Manning, Anne	Belforest	1865	1865.0	1865.0	2.0	2.0	f	uk	True	Manning	London;R. Bentley;1865.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t8w95tp2x	Reid, Mayne	The scalp hunters	1851	1851.0	1851.0	7.0	5.0	m	us	True	Reid	London;Charles J. Skeet.;1851.	False	False	False	False	False	False	True	False
mdp.39015002710773	Priestley, J.B	Benighted	1927	1927.0	1927.0	3.0	3.0	m	uk	True	Priestley	London|W. Heinemann|1927.	False	False	False	False	False	True	False	False
mdp.39015011935346	Oppenheim, E. Phillips	The great impersonation	1920	1920.0	1920.0						Oppenheim	Boston;Little, Brown, & company;1920.	False	False	False	False	False	False	False	True
mdp.39015046831189	Asimov, Isaac	The robots of dawn	1983	1983.0		1.0	1.0			True	Asimov	Garden City, N.Y.|Doubleday|1983.	False	False	False	False	False	False	False	True
